品种,分类,指标代码,指标中文名,单位,参数,适用范围
股票,股东高管增减持,HOLDDECREASEANNCDATENEW,大股东减持最新公告日期,-,截止日期,沪深股票
股票,股东高管增减持,HOLDEXCHGANNCDATE,高管股变动公告日期,-,起始日期、截止日期,沪深股票
股票,股东高管增减持,HOLDEXCHGNUM,高管变动股数合计,股,起始日期、截止日期,沪深股票
股票,股东高管增减持,HOLDEXCHGANNCNUM,高管股变动公告次数,次,起始日期、截止日期,沪深股票
股票,股东高管增减持,HOLDEXCHGRATE,高管变动股数占流通股比例,%,起始日期、截止日期,沪深股票
股票,股东高管增减持,HOLDEXCHGANNCDATENEW,高管股变动最新公告日期,-,截止日期,沪深股票
股票,股东高管增减持,CHANGESDATE,变动开始日期,-,起始日期、截止日期,沪深股票
股票,股东高管增减持,CHANGEEDATE,变动截止日期,-,起始日期、截止日期,沪深股票
股票,股东高管增减持,HOLDINCREASEANNCDATEPLAN,大股东增持公告日期(计划),-,起始日期、截止日期,沪深股票
股票,股东高管增减持,HOLDDECREASEANNCDATEPLAN,大股东减持公告日期(计划),-,起始日期、截止日期,沪深股票
股票,股东高管增减持,HOLDINCREASENAMEPLAN,增持大股东名称(计划),-,起始日期、截止日期,沪深股票
股票,股东高管增减持,HOLDDECREASENAMEPLAN,减持大股东名称(计划),-,起始日期、截止日期,沪深股票
股票,股东高管增减持,HOLDINCREASETIMESPLAN,大股东增持次数(计划),次,起始日期、截止日期,沪深股票
股票,股东高管增减持,HOLDDECREASETIMESPLAN,大股东减持次数(计划),次,起始日期、截止日期,沪深股票
股票,股东高管增减持,HOLDMAXSHARENEWPLAN,最新计划增持股份数量上限,股,截止日期,沪深股票
股票,股东高管增减持,HOLDMINSHARENEWPLAN,最新计划增持股份数量下限,股,截止日期,沪深股票
股票,股东高管增减持,DECRENEWMAXSHANUM,最新计划减持股份数量上限,股,截止日期,沪深股票
股票,股东高管增减持,DECRENEWMINSHANUM,最新计划减持股份数量下限,股,截止日期,沪深股票
股票,股东高管增减持,HOLDINCREASEANNCDATENEWPLAN,最新大股东增持公告日期(计划),-,截止日期,沪深股票
股票,股东高管增减持,HOLDDECREASEANNCDATENEWPLAN,最新大股东减持公告日期(计划),-,截止日期,沪深股票
股票,股东高管增减持,HOLDINCREASENAMENEWPLAN,最新增持大股东名称(计划),-,截止日期,沪深股票
股票,股东高管增减持,HOLDDECREASENAMENEWPLAN,最新减持大股东名称(计划),-,截止日期,沪深股票
股票,股东高管增减持,HOLDPLANSCHEDULE,最新大股东增持计划进度,-,截止日期,沪深股票
股票,股东高管增减持,DECRENEWPROGRESS,最新大股东减持计划进度,-,截止日期,沪深股票
股票,沪(深)港通港资持股,SHAREHDNUM,持股数量,,,沪深股票
股票,沪(深)港通港资持股,SHAREHDPCT,持股占比,,,沪深股票
股票,沪(深)港通港资持股,SHAREHDHKFREEPCT,持股占自由流通股比例,%,"证券代码,交易日期",沪深股票
股票,沪(深)港通港资持股,SHAREHDHKAPCT,持股占流通A股比例,%,"证券代码,交易日期",沪深股票
股票,股权质押(中登公司),REPURALLOWANCE,待回购余量(万股),,,沪深股票
股票,股权质押(中登公司),UNLIMITREPURMARGIN,待回购无限售条件余量,,,沪深股票
股票,股权质押(中登公司),LIMITREPURMARGIN,待回购有限售条件余量,,,沪深股票
股票,股权质押(中登公司),PLEDGENUM,质押笔数,,,沪深股票
股票,股权质押(中登公司),PLEDGERATIO,质押比例,,,沪深股票
股票,股权质押(中登公司),PLEDGEAMT,质押数量,,,沪深股票
股票,股权质押(中登公司),UNLISHARERATIO,无限售股份质押比例,,,沪深股票
股票,股权质押(中登公司),LISHARERATIO,有限售股份质押比例,%,截止日期,沪深股票
股票,股权质押(交易所),INITIALTRADENUM,初始交易数量,,,沪深股票
股票,股权质押(交易所),REDEEMTRADENUM,购回交易数量,,,沪深股票
股票,股权质押(交易所),REPURALLOWANCEEX,待回购余量(交易所),,,沪深股票
股票,股权质押(交易所),UNLIMITREPURMARGINEX,待回购无限售条件余量(交易所),,,沪深股票
股票,股权质押(交易所),LIMITREPURMARGINEX,待回购有限售条件余量(交易所),,,沪深股票
股票,股权质押(交易所),PLEDGERATIOEX,质押比例(交易所),,,沪深股票
股票,股权质押(按临时公告统计),FROZENANNCATE,股权质押公告日期,-,截止日期,沪深股票
股票,股权质押(按临时公告统计),FROZENAMT,股权累计质押数量,股,截止日期,沪深股票
股票,股权质押(按临时公告统计),FROZENAMTRATIO,累计质押数量占总股本比例,%,截止日期,沪深股票
股票,股权质押(按临时公告统计),HOLDFROZENANNCATE,控股股东股权质押公告日期,-,截止日期,沪深股票
股票,股权质押(按临时公告统计),HOLDFROZENAMTNEW,控股股东最新质押数量,股,截止日期,沪深股票
股票,股权质押(按临时公告统计),HOLDFROZENAMTACCUM,控股股东累计质押数量,股,截止日期,沪深股票
股票,股权质押(按临时公告统计),HOLDFROZENAMTACCUMRATIO,控股股东累计质押数量占持股比例,%,截止日期,沪深股票
股票,董监高人员,CHAIRMAN,董事长,-,-,沪深股票
股票,董监高人员,HISCHAIRMAN,董事长(可查历史),,,沪深股票
股票,董监高人员,VCHAIRMAN,副董事长,-,-,沪深股票
股票,董监高人员,DIRECTOR,董事,-,-,沪深股票
股票,董监高人员,HISDIRECTOR,董事(可查历史),-,-,沪深股票
股票,董监高人员,INDEDIRECTOR,独立董事,-,-,沪深股票
股票,董监高人员,INDPDIRECTORNOW,公司独立董事(现任),,无参数,沪深股票
股票,董监高人员,INDPDIRECTORBF,独立董事(历任),,无参数,沪深股票
股票,董监高人员,HISINDPDIRECTOR,独立董事(可查历史),,,沪深股票
股票,董监高人员,CHAIRSUPERVISOR,监事长,-,-,沪深股票
股票,董监高人员,SUPERVISOR,监事,-,-,沪深股票
股票,董监高人员,WORKERSUPERVISOR,职工监事,-,-,沪深股票
股票,董监高人员,EXSUPERVISOR,外部监事,-,-,沪深股票
股票,董监高人员,EXECUTIVE,高管,,Choice代码,沪深股票
股票,董监高人员,CEO,总经理,-,-,沪深股票
股票,董监高人员,HISCEO,总经理(可查历史),-,-,沪深股票
股票,董监高人员,VCEO,副经理,-,-,沪深股票
股票,董监高人员,CFO,财务总监,-,-,沪深股票
股票,董监高人员,HISCFO,财务总监(可查历史),,,沪深股票
股票,董监高人员,BOARDSECRETARY,董事会秘书,-,-,沪深股票
股票,董监高人员,HISBOARDSECRETARY,董事会秘书(可查历史),,,沪深股票
股票,董监高人员,MANAGENUM,高管人员人数,,-,沪深股票
股票,董监高人员履历,CHAIRMANRESUME,董事长履历,-,-,沪深股票
股票,董监高人员履历,JSHZXRZRQ,监事会主席履历,-,-,沪深股票
股票,董监高人员履历,ZJLRESUME,总裁(总经理)履历,-,-,沪深股票
股票,董监高人员履历,CWZJRESUME,财务总监履历,-,-,沪深股票
股票,董监高人员履历,DSHMSRESUME,董事会秘书履历,-,-,沪深股票
股票,董监高人员履历,CHAIRMANRZRQ,董事长任职日期,-,截止日期,沪深股票
股票,董监高人员履历,JSHZXRESUME,监事会主席任职日期,-,截止日期,沪深股票
股票,董监高人员履历,ZCZJLRZRQ,总裁(总经理)任职日期,-,截止日期,沪深股票
股票,董监高人员履历,CWZJRZRQ,财务总监任职日期,-,截止日期,沪深股票
股票,董监高人员履历,DSHMSRZRQ,董事会秘书任职日期,-,截止日期,沪深股票
股票,董监高人员履历,CHAIRMANBIRTHYEAR,董事长出生年份,,,沪深股票
股票,董监高人员履历,JSHZXBIRTHYEAR,监事会主席出生年份,,,沪深股票
股票,董监高人员履历,ZJLBIRTHYEAR,总裁(总经理)出生年份,,,沪深股票
股票,董监高人员履历,CWZJBIRTHYEAR,财务总监出生年份,,,沪深股票
股票,董监高人员履历,DSHMSBIRTHYEAR,董事会秘书出生年份,,,沪深股票
股票,董监高人员履历,CHAIRMANAGE,董事长年龄,,,沪深股票
股票,董监高人员履历,JSHZXAGE,监事会主席年龄,,,沪深股票
股票,董监高人员履历,ZJLAGE,总裁(总经理)年龄,,,沪深股票
股票,董监高人员履历,CWZJAGE,财务总监年龄,,,沪深股票
股票,董监高人员履历,DSHMSAGE,董事会秘书年龄,,,沪深股票
股票,董监高人员履历,CHAIRMANHIGHEDU,董事长最高学历,,,沪深股票
股票,董监高人员履历,JSHZXHIGHEDU,监事会主席最高学历,,,沪深股票
股票,董监高人员履历,ZJLHIGHEDU,总裁(总经理)最高学历,,,沪深股票
股票,董监高人员履历,CWZJHIGHEDU,财务总监最高学历,,,沪深股票
股票,董监高人员履历,DSHMSHIGHEDU,董事会秘书最高学历,,,沪深股票
股票,薪酬指标,EMPLOYEEPMT,员工人均薪酬,,年度、单位,沪深股票
股票,薪酬指标,EMPLOYEEPMT2,员工人均薪酬2,,年度、单位,沪深股票
股票,薪酬指标,CHAIRMANPMT,董事长薪酬,,年度、单位,沪深股票
股票,薪酬指标,CEOPMT,总经理薪酬,,年度、单位,沪深股票
股票,薪酬指标,CFOPMT,财务总监薪酬,,年度、单位,沪深股票
股票,薪酬指标,SECRETARYPMT,董事会秘书薪酬,,年度、单位,沪深股票
股票,薪酬指标,DIRECTORPMT,独立董事薪酬,,年度、单位,沪深股票
股票,薪酬指标,FIRTHREEDIRECTORSPMT,前三名董事报酬总额,,年度、单位,沪深股票
股票,薪酬指标,FIRTHREESENIORPMT,前三名高管报酬总额,,年度、单位,沪深股票
股票,薪酬指标,EXCUTIVESTOTALPMT,高管年度薪酬总额,,年度、单位,沪深股票
股票,员工人数,EMPLOYEENUM,员工总数,,年度,沪深股票
股票,员工人数,EMPLOYEENUMR,员工总数(报告期),,年度,沪深股票
股票,员工人数,EMPLOYEENUMED,员工总数(截止日期),,"Choice代码,交易日期",沪深股票
股票,员工人数,EMPLOYEEPCNUM,母公司员工总数,-,证券代码，交易日期,沪深股票
股票,员工人数,SALARYEMPNUM,领薪人数,,截止日期,沪深股票
股票,员工人数,BOARDEMPNUM,董事会人数,-,证券代码，交易日期,沪深股票
股票,员工人数,INDPDIRECTORNUM,独立董事人数,-,证券代码，交易日期,沪深股票
股票,员工人数,SPEDATEMANAGENUM,高管人数,-,交易日期,沪深股票
股票,员工人数,RANDDNUM,研发人员人数,,年度,沪深股票
股票,员工人数,PRODUCERNUM,生产人员人数,,年度,沪深股票
股票,员工人数,PRODUCERNUMNEW,生产人员人数(新),,交易日期,沪深股票
股票,员工人数,FINANCIALNUM,财务人员人数,,年度,沪深股票
股票,员工人数,FINANCIALNUMNEW,财务人员人数(新),,交易日期,沪深股票
股票,员工人数,TECHNICIANNUM,技术人员人数,,年度,沪深股票
股票,员工人数,SALESMANNUM,销售人员人数,,年度,沪深股票
股票,员工人数,SALAESMANNUMNEW,销售人员人数(新),,交易日期,沪深股票
股票,员工人数,ADMINISTRANUM,行政管理人员人数,,年度,沪深股票
股票,员工人数,ADMINISTRANUMNEW,行政管理人员人数(新),,交易日期,沪深股票
股票,员工人数,LAYEREMPLOYEENUM,各学历员工人数,,,沪深股票
股票,员工人数,LAYEREMPLOYEERATIO,各学历员工人数占比,%,证券代码，交易日期,沪深股票
股票,员工人数,PHDNUM,博士人数,,,沪深股票
股票,员工人数,BARATIO,本科人数占比,%,交易日期,沪深股票
股票,员工人数,STAFFSTRUCTHSORLESS,高中及以下人数,,,沪深股票
股票,员工人数,STAFFSTRUCTHSORLESSRATIO,高中及以下人数占比,,,沪深股票
股票,员工人数,SALESMANRATIO,销售人员人数占比,,交易日期,沪深股票
股票,员工人数,PRODUCERRATIONEW,生产人员人数占比,,交易日期,沪深股票
股票,员工人数,FINANCIALRATIO,财务人员人数占比,,,沪深股票
股票,员工人数,ADMINISTRARATIONEW,行政管理人员人数占比,,交易日期,沪深股票
股票,员工人数,MANAGEMENTRATIO,综合管理人员人数占比,,交易日期,沪深股票
股票,日行情,PRECLOSE,前收盘价,,交易日期、复权方式,沪深股票
股票,日行情,OPEN,开盘价,,交易日期、复权方式,沪深股票
股票,日行情,HIGH,最高价,,交易日期、复权方式,沪深股票
股票,日行情,LOW,最低价,,交易日期、复权方式,沪深股票
股票,日行情,CLOSE,收盘价,,交易日期、复权方式,沪深股票
股票,日行情,AVGPRICE,均价,,交易日期、复权方式,沪深股票
股票,日行情,DIFFER,涨跌,,交易日期、复权方式,沪深股票
股票,日行情,DIFFERRANGE,涨跌幅,,交易日期,沪深股票
股票,日行情,TURN,换手率,,交易日期,沪深股票
股票,日行情,FREETURNOVER,换手率(基准.自由流通股本),%,交易日期,沪深股票
股票,日行情,VOLUME,成交量,,报告期 单位设置,沪深股票
股票,日行情,AMOUNT,成交额,,报告期 单位设置,沪深股票
股票,日行情,AMPLITUDE,振幅,,交易日期,沪深股票
股票,日行情,TNUM,成交笔数,,交易日期,沪深股票
股票,日行情,RELIPODIFFER,相对发行价涨跌,,交易日期、复权方式,沪深股票
股票,日行情,RELIPODIFFERRANGE,相对发行价涨跌幅,,交易日期、复权方式,沪深股票
股票,日行情,CLOSEB,收盘价(定点复权),元,交易日期、复权方式、复权基期(仅适合定点复权),沪深股票
股票,日行情,TAFACTOR,复权因子(后),,交易日期,沪深股票
股票,日行情,ISSURGEDLIMIT,是否涨停,,,沪深股票
股票,日行情,ISDECLINELIMIT,是否跌停,,,沪深股票
股票,日行情,INPVOLUME,内盘成交量,,交易日期,沪深股票
股票,日行情,OUTPVOLUME,外盘成交量,,交易日期,沪深股票
股票,日行情,HLIMITEDAYS,连续涨停天数,,,沪深股票
股票,日行情,LLIMITEDDAYS,连续跌停天数,,,沪深股票
股票,日行情,FRONTTAFACTOR,前复权因子(定点复权),,交易日期、复权基期,沪深股票
股票,日行情,AVGTVOL,每笔平均成交股数,,,沪深股票
股票,日行情,PROFITRATIO,盈利比率,,交易日期、分布类型,沪深股票
股票,日行情,AVERAGECOST,平均成本,,交易日期、分布类型,沪深股票
股票,日行情,NTRADEDAY,个股第N个交易日,,"1，股票代码：取值范围AB股2，交易日期：可输入任意日期。最新交易日以收盘且行情数据更新为准，也即当天盘前盘中，最新交易日仍为上个交易日。3，N:N>0,返回特定交易日往后第N个交易日的日期，N=0，则返回特定交易日期；N<0,则返回特定交易日往前第N个交易日的日期；若交易日<=上市首日，并N<=0，则返回上市首日；若交易日>=最新交易日期，并N>=0,则返回最新交易日",沪深股票
股票,日行情,AHPREMIUMRATE,AH股溢价率,,交易日期,沪深股票
