字段代码,字段(大写),中文名,参数
b_fa_ocftooperateincome_ttm,B_FA_OCFTOOPERATEINCOME_TTM,,
b_fa_ocftoor,B_FA_OCFTOOR,,REPORTDATE
b_fa_ocftoor_ttm,B_FA_OCFTOOR_TTM,,
b_fa_ocftoshortdebt,B_FA_OCFTOSHORTDEBT,,REPORTDATE
b_fa_op_ttm,B_FA_OP_TTM,,
b_fa_operatecashflow_ttm,B_FA_OPERATECASHFLOW_TTM,,DEALDATE
b_fa_operateexpense_ttm,B_FA_OPERATEEXPENSE_TTM,,
b_fa_operateexpensetogr,B_FA_OPERATEEXPENSETOGR,,REPORTDATE
b_fa_operateexpensetogr_ttm,B_FA_OPERATEEXPENSETOGR_TTM,,
b_fa_operateincome,B_FA_OPERATEINCOME,,REPORTDATE
b_fa_operateincome_ttm,B_FA_OPERATEINCOME_TTM,,
b_fa_operateincometoebt,B_FA_OPERATEINCOMETOEBT,,REPORTDATE
b_fa_operateincometoebt_ttm,B_FA_OPERATEINCOMETOEBT_TTM,,
b_fa_optogr,B_FA_OPTOGR,,REPORTDATE
b_fa_optogr_ttm,B_FA_OPTOGR_TTM,,
b_fa_or_ttm,B_FA_OR_TTM,,DEALDATE
b_fa_orps,B_FA_ORPS,,REPORTDATE
b_fa_orps_ttm,B_FA_ORPS_TTM,,
b_fa_profit_ttm,B_FA_PROFIT_TTM,,DEALDATE
b_fa_profittogr,B_FA_PROFITTOGR,,REPORTDATE
b_fa_profittogr_ttm,B_FA_PROFITTOGR_TTM,,
b_fa_quick,B_FA_QUICK,,REPORTDATE
b_fa_retainedearnings,B_FA_RETAINEDEARNINGS,,REPORTDATE
b_fa_retainedps,B_FA_RETAINEDPS,,REPORTDATE
b_fa_roa,B_FA_ROA,,REPORTDATE
b_fa_roa2,B_FA_ROA2,,REPORTDATE
b_fa_roa2_ttm,B_FA_ROA2_TTM,,
b_fa_roa2_yearly,B_FA_ROA2_YEARLY,,REPORTDATE
b_fa_roa_ttm,B_FA_ROA_TTM,,
b_fa_roa_yearly,B_FA_ROA_YEARLY,,REPORTDATE
b_fa_roe,B_FA_ROE,,REPORTDATE
b_fa_roe_avg,B_FA_ROE_AVG,,REPORTDATE
b_fa_roe_basic,B_FA_ROE_BASIC,,REPORTDATE
b_fa_roe_deducted,B_FA_ROE_DEDUCTED,,REPORTDATE
b_fa_roe_diluted,B_FA_ROE_DILUTED,,REPORTDATE
b_fa_roe_exbasic,B_FA_ROE_EXBASIC,,REPORTDATE
b_fa_roe_exdiluted,B_FA_ROE_EXDILUTED,,REPORTDATE
b_fa_roe_ttm,B_FA_ROE_TTM,,
b_fa_roic,B_FA_ROIC,,REPORTDATE
b_fa_roic_yearly,B_FA_ROIC_YEARLY,,REPORTDATE
b_fa_salescashin_ttm,B_FA_SALESCASHIN_TTM,,
b_fa_salescashintoor,B_FA_SALESCASHINTOOR,,REPORTDATE
b_fa_salescashintoor_ttm,B_FA_SALESCASHINTOOR_TTM,,
b_fa_surpluscapitalps,B_FA_SURPLUSCAPITALPS,,REPORTDATE
b_fa_surplusreserveps,B_FA_SURPLUSRESERVEPS,,REPORTDATE
b_fa_tangibleasset,B_FA_TANGIBLEASSET,,REPORTDATE
b_fa_tangibleassetstoassets,B_FA_TANGIBLEASSETSTOASSETS,,REPORTDATE
b_fa_tangibleassettodebt,B_FA_TANGIBLEASSETTODEBT,,REPORTDATE
b_fa_tangibleassettointerestdebt,B_FA_TANGIBLEASSETTOINTERESTDEBT,,REPORTDATE
b_fa_tangibleassettonetdebt,B_FA_TANGIBLEASSETTONETDEBT,,REPORTDATE
b_fa_taxtoebt,B_FA_TAXTOEBT,,REPORTDATE
b_fa_totalequity_mrq,B_FA_TOTALEQUITY_MRQ,,
b_fa_turndays,B_FA_TURNDAYS,,REPORTDATE
b_fa_undistributedps,B_FA_UNDISTRIBUTEDPS,,REPORTDATE
b_fa_workingcapital,B_FA_WORKINGCAPITAL,,REPORTDATE
b_fa_yoy_or,B_FA_YOY_OR,,REPORTDATE
b_fa_yoy_tr,B_FA_YOY_TR,,REPORTDATE
b_fa_yoyassets,B_FA_YOYASSETS,,REPORTDATE
b_fa_yoybps,B_FA_YOYBPS,,REPORTDATE
b_fa_yoyebt,B_FA_YOYEBT,,REPORTDATE
b_fa_yoyeps_basic,B_FA_YOYEPS_BASIC,,REPORTDATE
b_fa_yoyeps_diluted,B_FA_YOYEPS_DILUTED,,REPORTDATE
b_fa_yoyequity,B_FA_YOYEQUITY,,REPORTDATE
b_fa_yoynetprofit,B_FA_YOYNETPROFIT,,REPORTDATE
b_fa_yoynetprofit_deducted,B_FA_YOYNETPROFIT_DEDUCTED,,REPORTDATE
b_fa_yoyocf,B_FA_YOYOCF,,REPORTDATE
b_fa_yoyocfps,B_FA_YOYOCFPS,,REPORTDATE
b_fa_yoyop,B_FA_YOYOP,,REPORTDATE
b_fa_yoyroe,B_FA_YOYROE,,REPORTDATE
b_fina_debtexeoffshore,B_FINA_DEBTEXEOFFSHORE,债务压力(行权、境外),StartDate、EndDate
b_fina_debtexeonshore,B_FINA_DEBTEXEONSHORE,债务压力(行权、境内),StartDate、EndDate
b_fina_debtmatoffshore,B_FINA_DEBTMATOFFSHORE,债务压力(到期、境外),StartDate、EndDate
b_fina_debtmatonshore,B_FINA_DEBTMATONSHORE,债务压力(到期、境内),StartDate、EndDate
b_fina_mat,B_FINA_MAT,"指定期限内债券余额,B_Fina_mat(新增)",Term
b_fina_perpb,B_FINA_PERPB,主体永续债余额,TRADEDATE
b_fina_remainingnumber,B_FINA_REMAININGNUMBER,存量债券数目,BondType
b_fina_subordinateddebt,B_FINA_SUBORDINATEDDEBT,主体次级债余额,TRADEDATE
b_fina_totalamount,B_FINA_TOTALAMOUNT,"总发债券余额,B_Fina_Totalamount(新增)",BType
b_fina_totalamount2,B_FINA_TOTALAMOUNT2,区间发行债券总额,StartDate、DATE、BondType、UnitVal
b_fina_totalnumber,B_FINA_TOTALNUMBER,区间发行债券数目,StartDate、DATE、BondType
b_final_totalamout_anytime,B_FINAL_TOTALAMOUT_ANYTIME,存量债券余额(支持历史),DEALDATE、BondType
b_fundhold_names,B_FUNDHOLD_NAMES,持有基金名称,REPORTDATE
b_fundhold_ratio,B_FUNDHOLD_RATIO,基金持债市值占发行量比,REPORTDATE
b_fundhold_value,B_FUNDHOLD_VALUE,基金持债市值,REPORTDATE
b_growth_assets,B_GROWTH_ASSETS,,REPORTDATE、N
b_growth_ebt,B_GROWTH_EBT,,REPORTDATE、N
b_growth_equity,B_GROWTH_EQUITY,,REPORTDATE、N
b_growth_gc,B_GROWTH_GC,,REPORTDATE、N
b_growth_gr,B_GROWTH_GR,,REPORTDATE、N
b_growth_investincome,B_GROWTH_INVESTINCOME,,REPORTDATE、N
b_growth_netprofit,B_GROWTH_NETPROFIT,,REPORTDATE、N
b_growth_netprofit_deducted,B_GROWTH_NETPROFIT_DEDUCTED,,REPORTDATE、N
b_growth_ocf,B_GROWTH_OCF,,REPORTDATE、N
b_growth_op,B_GROWTH_OP,,REPORTDATE、N
b_growth_operateincome,B_GROWTH_OPERATEINCOME,,REPORTDATE、N
b_growth_or,B_GROWTH_OR,,REPORTDATE、N
b_growth_profit,B_GROWTH_PROFIT,,REPORTDATE、N
b_growth_profittosales,B_GROWTH_PROFITTOSALES,,REPORTDATE、N
b_growth_roe,B_GROWTH_ROE,,REPORTDATE、N
b_growth_totalequity,B_GROWTH_TOTALEQUITY,,REPORTDATE、N
b_holder_amount,B_HOLDER_AMOUNT,发行人债券机构持仓金额,REPORTDATE、TYPE、UnitVal
b_holder_code,B_HOLDER_CODE,发行人债券机构持仓产品代码,REPORTDATE、TYPE
b_holder_detail,B_HOLDER_DETAIL,发行人债券机构持仓明细,REPORTDATE、TYPE
b_info_accounttreatment,B_INFO_ACCOUNTTREATMENT,会计处理,
b_info_actualbenchmark,B_INFO_ACTUALBENCHMARK,计息基准,
b_info_actualmaturitydate,B_INFO_ACTUALMATURITYDATE,实际到期日,
b_info_additionalto,B_INFO_ADDITIONALTO,增发债对应原债券,
b_info_allreturndate,B_INFO_ALLRETURNDATE,理论回售日,
b_info_anchorbond,B_INFO_ANCHORBOND,主债券代码,
b_info_audaccdate,B_INFO_AUDACCDATE,债券审核受理日期,
b_info_balanceafterrepayment,B_INFO_BALANCEAFTERREPAYMENT,违约偿还后债券余额,TRADEDATE
b_info_baserate2,B_INFO_BASERATE2,基准利率(发行时),
b_info_baserate3,B_INFO_BASERATE3,基准利率(指定日期),TRADEDATE
b_info_bondindexbuzhoumountain,B_INFO_BONDINDEXBUZHOUMOUNTAIN,债券非市场化发行指数,TRADEDATE
b_info_callrecdate,B_INFO_CALLRECDATE,赎回登记日,
b_info_carryenddate,B_INFO_CARRYENDDATE,计息截止日,
b_info_chinabondl1type,B_INFO_CHINABONDL1TYPE,"中债债券一级分类,B_info_ChinabondL1type(新增)",
b_info_chinabondl2type,B_INFO_CHINABONDL2TYPE,"中债债券二级分类,B_info_ChinabondL2type(新增)",
b_info_clauseabbr,B_INFO_CLAUSEABBR,特殊条款(缩写),
b_info_clauseitem,B_INFO_CLAUSEITEM,特殊条款全文,TYPE
b_info_clausetxt,B_INFO_CLAUSETXT,特殊条款文字说明,
b_info_corporateindexbuzhoumountain,B_INFO_CORPORATEINDEXBUZHOUMOUNTAIN,主体非市场化发行指数,TRADEDATE
b_info_couponadj_max,B_INFO_COUPONADJ_MAX,票面利率调整上限,
b_info_couponadj_min,B_INFO_COUPONADJ_MIN,票面利率调整下限,
b_info_coupondatetxt,B_INFO_COUPONDATETXT,付息日说明,
b_info_couponrate3,B_INFO_COUPONRATE3,票面利率(指定日期),TRADEDATE
b_info_coupontxt,B_INFO_COUPONTXT,利率说明,
b_info_defauloccurrencedate,B_INFO_DEFAULOCCURRENCEDATE,违约发生日,TRADEDATE
b_info_defaultactualrepaymentdate,B_INFO_DEFAULTACTUALREPAYMENTDATE,违约实际偿还日,TRADEDATE
b_info_defaultannouncedate,B_INFO_DEFAULTANNOUNCEDATE,违约公告日,TRADEDATE
b_info_defaultbalance,B_INFO_DEFAULTBALANCE,违约日债券余额,TRADEDATE
b_info_defaulthistory,B_INFO_DEFAULTHISTORY,违约历程,
b_info_defaultoverdueinterest,B_INFO_DEFAULTOVERDUEINTEREST,违约日逾期利息,TRADEDATE
b_info_defaultoverdueprincipal,B_INFO_DEFAULTOVERDUEPRINCIPAL,违约日逾期本金,TRADEDATE
b_info_defaultoverduerepurchase,B_INFO_DEFAULTOVERDUEREPURCHASE,违约日逾期回售款,TRADEDATE
b_info_defaultreason,B_INFO_DEFAULTREASON,违约原因,TRADEDATE
b_info_defaultrepaymentannouncedate,B_INFO_DEFAULTREPAYMENTANNOUNCEDATE,违约偿还公告日,TRADEDATE
b_info_defaultrepaymentinterest,B_INFO_DEFAULTREPAYMENTINTEREST,违约后偿还利息,TRADEDATE
b_info_defaultrepaymentmethod,B_INFO_DEFAULTREPAYMENTMETHOD,违约后偿还方式,TRADEDATE
b_info_defaultrepaymentprincipal,B_INFO_DEFAULTREPAYMENTPRINCIPAL,违约后偿还本金,TRADEDATE
b_info_defaultrepaymentprocess,B_INFO_DEFAULTREPAYMENTPROCESS,违约偿还历程,
b_info_defaultrepaymentrepurchase,B_INFO_DEFAULTREPAYMENTREPURCHASE,违约后偿还回售款,TRADEDATE
b_info_defaultype,B_INFO_DEFAULTYPE,违约类型,TRADEDATE
b_info_defiguarantor,B_INFO_DEFIGUARANTOR,差额补偿人,
b_info_esgbondtype,B_INFO_ESGBONDTYPE,ESG(绿色)债券类型,
b_info_esgl1type,B_INFO_ESGL1TYPE,ESG(绿色)债券一级分类,
b_info_esgl2type,B_INFO_ESGL2TYPE,ESG(绿色)债券二级分类,
b_info_execmaturityembedded,B_INFO_EXECMATURITYEMBEDDED,含权债行权期限,
b_info_extensioncreditenhancementmeasure,B_INFO_EXTENSIONCREDITENHANCEMENTMEASURE,展期增信措施,TRADEDATE
b_info_extensioninterestredemptionplan,B_INFO_EXTENSIONINTERESTREDEMPTIONPLAN,展期利息兑付方案,TRADEDATE
b_info_extensionprincipalredemptionplan,B_INFO_EXTENSIONPRINCIPALREDEMPTIONPLAN,展期本金兑付方案,TRADEDATE
b_info_firstissuebond,B_INFO_FIRSTISSUEBOND,是否发行人首次发行债券,
b_info_floatingreference,B_INFO_FLOATINGREFERENCE,浮息基准,
b_info_fundarrialdate,B_INFO_FUNDARRIALDATE,行权资金到帐日,TYPE
b_info_greenbond,B_INFO_GREENBOND,是否绿色债,
b_info_greenbondnornot,B_INFO_GREENBONDNORNOT,是否绿债,
b_info_guaranteeornot,B_INFO_GUARANTEEORNOT,担保交收,
b_info_guaranteesettlement,B_INFO_GUARANTEESETTLEMENT,是否可担保交收,
b_info_icqigbe,B_INFO_ICQIGBE,"保险(可投有担保)是否可投,B_info_ICQIGBE(新增)",
b_info_icqigbetype,B_INFO_ICQIGBETYPE,"保险可投有担保禁投原因,B_info_ICQIGBEType(新增)",
b_info_icqingbe,B_INFO_ICQINGBE,"保险(可投无担保)是否可投,B_info_ICQINGBE(新增)",
b_info_icqingbetype,B_INFO_ICQINGBETYPE,"保险可投无担保禁投原因,B_info_ICQINGBEType(新增)",
b_info_interestfloor,B_INFO_INTERESTFLOOR,保底利率,
b_info_interestrate,B_INFO_INTERESTRATE,边际利率,
b_info_investmentfield,B_INFO_INVESTMENTFIELD,投向领域,
b_info_investorad,B_INFO_INVESTORAD,适当性管理,
b_info_isassetout,B_INFO_ISASSETOUT,资产是否出表,
b_info_issuenumber,B_INFO_ISSUENUMBER,发行期号,
b_info_issueok,B_INFO_ISSUEOK,是否发行失败,
b_info_issuerfirstdefaultdate,B_INFO_ISSUERFIRSTDEFAULTDATE,发行人首次违约日,
b_info_issuerratingoutlook,B_INFO_ISSUERRATINGOUTLOOK,发行时主体评级展望,
b_info_issuerules,B_INFO_ISSUERULES,发行规则,
b_info_issuerupdated,B_INFO_ISSUERUPDATED,债务主体,
b_info_issuestructure,B_INFO_ISSUESTRUCTURE,发行结构,
b_info_issueyear,B_INFO_ISSUEYEAR,发行年度,
b_info_latestissurercreditrating2,B_INFO_LATESTISSURERCREDITRATING2,主体评级,TRADEDATE、RATINGAGENCY、RatedCompanyType
b_info_latestissurercreditrating_actual,B_INFO_LATESTISSURERCREDITRATING_ACTUAL,主体评级(主评机构(ABS穿透)),
b_info_latestpar,B_INFO_LATESTPAR,债券最新面值,TRADEDATE
b_info_latestratingdate,B_INFO_LATESTRATINGDATE,发行人最新评级日期(指定机构),RATINGAGENCY、RatedCompanyType
b_info_latestratingofguarantor,B_INFO_LATESTRATINGOFGUARANTOR,担保人最新评级,
b_info_lowestissurercreditrating,B_INFO_LOWESTISSURERCREDITRATING,发行人最新最低评级,
b_info_mktpricetype,B_INFO_MKTPRICETYPE,市价类型,
b_info_mktpricetype_suph,B_INFO_MKTPRICETYPE_SUPH,市价类型(支持历史),DEALDATE
b_info_mmfe,B_INFO_MMFE,"货基投资合规性,B_info_MMFE(新增)",
b_info_mmfetype,B_INFO_MMFETYPE,"货基禁投原因,B_info_MMFEType(新增)",
b_info_multimktornot,B_INFO_MULTIMKTORNOT,是否跨市场交易,
b_info_multiple,B_INFO_MULTIPLE,边际倍数,
b_info_municipalbond,B_INFO_MUNICIPALBOND,是否城投债,
b_info_municipalbondwind,B_INFO_MUNICIPALBONDWIND,是否城投债(Wind),
b_info_municipalbondyy,B_INFO_MUNICIPALBONDYY,是否城投债(YY),
b_info_munitype,B_INFO_MUNITYPE,地方债类型,
b_info_nafmiil1type,B_INFO_NAFMIIL1TYPE,NAFMII债券一级分类,
b_info_nafmiil2type,B_INFO_NAFMIIL2TYPE,NAFMII债券二级分类,
b_info_outstandingbalance,B_INFO_OUTSTANDINGBALANCE,"债券余额,B_info_OutstandingBalance(新增)",DATE
b_info_pandabonds,B_INFO_PANDABONDS,是否熊猫债,
b_info_paydiscdate,B_INFO_PAYDISCDATE,付息公告日,
b_info_paymentorder,B_INFO_PAYMENTORDER,偿付顺序,
b_info_perpeintertax,B_INFO_PERPEINTERTAX,利息是否免税(永续债),
b_info_perpetualornot,B_INFO_PERPETUALORNOT,是否永续债,
b_info_prepaymentdate,B_INFO_PREPAYMENTDATE,含权债提前还款日期,Serial
b_info_prepaymethod,B_INFO_PREPAYMETHOD,提前还本方式,
b_info_prepayportion,B_INFO_PREPAYPORTION,提前还本比例,Serial
b_info_prornot,B_INFO_PRORNOT,是否PR债,
b_info_putcode,B_INFO_PUTCODE,回售代码,
b_info_ratingoutlooks,B_INFO_RATINGOUTLOOKS,发行人最新评级展望,
b_info_regamount,B_INFO_REGAMOUNT,发行注册额度,UnitVal
b_info_regdate,B_INFO_REGDATE,发行注册日期,
b_info_registrationdate,B_INFO_REGISTRATIONDATE,债权债务登记日,
b_info_regnumber,B_INFO_REGNUMBER,发行注册文件号,
b_info_repo_briefing,B_INFO_REPO_BRIEFING,品种简介,
b_info_repurchasebegindate,B_INFO_REPURCHASEBEGINDATE,回售登记起始日,
b_info_repurchaseenddate,B_INFO_REPURCHASEENDDATE,回售登记截止日,
b_info_resaleamount,B_INFO_RESALEAMOUNT,最新回售金额,
b_info_riskstate,B_INFO_RISKSTATE,风险状态,
b_info_sametermbond,B_INFO_SAMETERMBOND,同期债,
b_info_secondarycapital,B_INFO_SECONDARYCAPITAL,是否二级资本债,
b_info_shclearl1type,B_INFO_SHCLEARL1TYPE,上清所债券分类,
b_info_singleissuer,B_INFO_SINGLEISSUER,单一债务主体中文名称,
b_info_spread2,B_INFO_SPREAD2,行权后利差,
b_info_taxfree,B_INFO_TAXFREE,是否免税,
b_info_tbondbalance,B_INFO_TBONDBALANCE,国债余额(做市后),TRADEDATE
b_info_term2,B_INFO_TERM2,债券期限(文字),
b_info_termnote,B_INFO_TERMNOTE,特殊剩余期限说明,
b_info_termnote1,B_INFO_TERMNOTE1,特殊剩余期限,TRADEDATE
b_info_tlacbonds,B_INFO_TLACBONDS,是否TLAC债,
b_info_tranche,B_INFO_TRANCHE,各级发行总额,Tranche
b_info_trancheratio,B_INFO_TRANCHERATIO,各级占比,Tranche
b_info_unreleasedamount,B_INFO_UNRELEASEDAMOUNT,最新未回售金额,
b_info_weightedrt2,B_INFO_WEIGHTEDRT2,加权剩余期限(按本金),TRADEDATE
b_info_whethertoresell,B_INFO_WHETHERTORESELL,是否转售,
b_info_windl1type,B_INFO_WINDL1TYPE,"Wind债券一级分类,B_info_WindL1type(新增)",
b_info_windl2type,B_INFO_WINDL2TYPE,"Wind债券二级分类,B_info_WindL2type(新增)",
b_inst_yybondrating,B_INST_YYBONDRATING,债项评级(YY),
b_inst_yybondratinghis,B_INST_YYBONDRATINGHIS,债项评级历史(YY),TRADEDATE
b_inst_yybondval,B_INST_YYBONDVAL,债券估值(YY),
b_inst_yybondvalhis,B_INST_YYBONDVALHIS,债券估值历史(YY),TRADEDATE
b_inst_yyindustry,B_INST_YYINDUSTRY,主体行业(YY),
b_inst_yyissuerrating,B_INST_YYISSUERRATING,主体评级(YY),
b_inst_yyissuerratinghis,B_INST_YYISSUERRATINGHIS,主体评级历史(YY),TRADEDATE
b_inst_yyliquidity,B_INST_YYLIQUIDITY,债券流动性评级(YY),TRADEDATE
b_intradayfullprice_cbr,B_INTRADAYFULLPRICE_CBR,日间估值全价(中债资信),TRADEDATE
b_intradayinterest_cbr,B_INTRADAYINTEREST_CBR,日间应计利息(中债资信),TRADEDATE
b_issue_amountmax,B_ISSUE_AMOUNTMAX,发行金额上限,UnitVal
b_issue_dcmvaluation,B_ISSUE_DCMVALUATION,NAFMII发行指导利率,
b_issue_firstpricedate,B_ISSUE_FIRSTPRICEDATE,首个定价日,
b_issue_officialdocdate,B_ISSUE_OFFICIALDOCDATE,证监会/发改委批文日,
b_issuer_actual,B_ISSUER_ACTUAL,实际发行人,
b_issuer_actual_city,B_ISSUER_ACTUAL_CITY,城市(穿透信用主体),
b_issuer_actual_nature1,B_ISSUER_ACTUAL_NATURE1,公司属性(穿透信用主体),TRADEDATE
b_issuer_actual_office,B_ISSUER_ACTUAL_OFFICE,办公地址(穿透信用主体),
b_issuer_actual_province,B_ISSUER_ACTUAL_PROVINCE,省份(穿透信用主体),
b_issuer_actual_regaddress,B_ISSUER_ACTUAL_REGADDRESS,注册地(穿透信用主体),
b_issuer_actual_windindustry,B_ISSUER_ACTUAL_WINDINDUSTRY,所属Wind行业名称(穿透信用主体),TYPE
b_issuer_banktype,B_ISSUER_BANKTYPE,发行人(银行)类型,
b_issuer_cityinvestmentbondgeo,B_ISSUER_CITYINVESTMENTBONDGEO,城投行政级别,
b_issuer_cityinvestmentbondgeowind,B_ISSUER_CITYINVESTMENTBONDGEOWIND,城投行政级别(Wind),
b_issuer_cityinvestmentbondgeoyy,B_ISSUER_CITYINVESTMENTBONDGEOYY,城投行政级别(YY),
b_issuer_industry_ccxi,B_ISSUER_INDUSTRY_CCXI,所属中诚信行业名称,TRADEDATE、TYPE
b_issuer_issuershortened,B_ISSUER_ISSUERSHORTENED,发行人中文简称,
b_issuer_listingornot1,B_ISSUER_LISTINGORNOT1,是否上市公司,
b_issuer_onshore,B_ISSUER_ONSHORE,境内发债主体,
b_issuer_shareholderbriefing,B_ISSUER_SHAREHOLDERBRIEFING,"发行人股东公司简介,b_issuer_shareholderbriefing(新增)",DATE、HS
b_issuer_shareholdernature,B_ISSUER_SHAREHOLDERNATURE,"发行人股东公司属性,b_issuer_shareholdernature(新增)",DATE、HS
b_lastvaluationdate_cbr,B_LASTVALUATIONDATE_CBR,最新估值日期(中债资信),
b_maintermstructure_wind,B_MAINTERMSTRUCTURE_WIND,Wind主体期限结构曲线,TRADEDATE、CT、Term
b_modifiedduration_cbr,B_MODIFIEDDURATION_CBR,修正久期(中债资信),TRADEDATE
b_mq_amount,B_MQ_AMOUNT,月成交金额(新增),DEALDATE、LT、UnitVal
b_mq_avg,B_MQ_AVG,月均价(新增),DEALDATE、LT
b_mq_change,B_MQ_CHANGE,月涨跌(新增),DEALDATE、LT
b_mq_close,B_MQ_CLOSE,月收盘价(新增),DEALDATE、LT
b_mq_high,B_MQ_HIGH,月最高价(新增),DEALDATE、LT
b_mq_low,B_MQ_LOW,月最低价(新增),DEALDATE、LT
b_mq_open,B_MQ_OPEN,月开盘价(新增),DEALDATE、LT
b_mq_pctchange,B_MQ_PCTCHANGE,月涨跌幅(新增),DEALDATE、LT
b_mq_preclose,B_MQ_PRECLOSE,月前收盘价(新增),DEALDATE、LT
b_mq_repo_amount,B_MQ_REPO_AMOUNT,月成交额(新增),DEALDATE
b_mq_repo_avgprice,B_MQ_REPO_AVGPRICE,月加权平均价(新增),DEALDATE
b_mq_repo_close,B_MQ_REPO_CLOSE,月收盘价(新增),DEALDATE
b_mq_repo_high,B_MQ_REPO_HIGH,月最高价(新增),DEALDATE
b_mq_repo_low,B_MQ_REPO_LOW,月最低价(新增),DEALDATE
b_mq_repo_open,B_MQ_REPO_OPEN,月开盘价(新增),DEALDATE
b_mq_repo_preavgprice,B_MQ_REPO_PREAVGPRICE,月前加权平均价(新增),DEALDATE
b_mq_theory,B_MQ_THEORY,月理论价(中国债券信息网)(新增),DEALDATE、LT
b_mq_volume,B_MQ_VOLUME,月成交量(新增),DEALDATE、UnitVal
b_nq_avgvolume,B_NQ_AVGVOLUME,N日平均成交量,N、TRADEDATE、TRADType、UnitVal
b_nq_close,B_NQ_CLOSE,推N日收盘价(当日结算价),N、DEALDATE、TYPE
b_nq_originclose,B_NQ_ORIGINCLOSE,推N日收盘价(债券),N、DEALDATE、TYPE
b_qfa_adminexpensetogr,B_QFA_ADMINEXPENSETOGR,,REPORTDATE
b_qfa_cgrgr,B_QFA_CGRGR,,REPORTDATE
b_qfa_cgrnetprofit,B_QFA_CGRNETPROFIT,,REPORTDATE
b_qfa_cgrop,B_QFA_CGROP,,REPORTDATE
b_qfa_cgrprofit,B_QFA_CGRPROFIT,,REPORTDATE
b_qfa_cgrsales,B_QFA_CGRSALES,,REPORTDATE
b_qfa_deductedprofit,B_QFA_DEDUCTEDPROFIT,,REPORTDATE
b_qfa_deductedprofittoprofit,B_QFA_DEDUCTEDPROFITTOPROFIT,,REPORTDATE
b_qfa_eps,B_QFA_EPS,,REPORTDATE
b_qfa_finaexpensetogr,B_QFA_FINAEXPENSETOGR,,REPORTDATE
b_qfa_gctogr,B_QFA_GCTOGR,,REPORTDATE
b_qfa_grossprofitmargin,B_QFA_GROSSPROFITMARGIN,,REPORTDATE
b_qfa_investincome,B_QFA_INVESTINCOME,,REPORTDATE
b_qfa_investincometoebt,B_QFA_INVESTINCOMETOEBT,,REPORTDATE
b_qfa_netprofitmargin,B_QFA_NETPROFITMARGIN,,REPORTDATE
b_qfa_ocftooperateincome,B_QFA_OCFTOOPERATEINCOME,,REPORTDATE
b_qfa_ocftoor,B_QFA_OCFTOOR,,REPORTDATE
b_qfa_operateexpensetogr,B_QFA_OPERATEEXPENSETOGR,,REPORTDATE
b_qfa_operateincome,B_QFA_OPERATEINCOME,,REPORTDATE
b_qfa_operateincometoebt,B_QFA_OPERATEINCOMETOEBT,,REPORTDATE
b_qfa_optogr,B_QFA_OPTOGR,,REPORTDATE
b_qfa_profittogr,B_QFA_PROFITTOGR,,REPORTDATE
b_qfa_roa,B_QFA_ROA,,REPORTDATE
b_qfa_roe,B_QFA_ROE,,REPORTDATE
b_qfa_roe_deducted,B_QFA_ROE_DEDUCTED,,REPORTDATE
b_qfa_salescashintoor,B_QFA_SALESCASHINTOOR,,REPORTDATE
b_qfa_yoygr,B_QFA_YOYGR,,REPORTDATE
b_qfa_yoynetprofit,B_QFA_YOYNETPROFIT,,REPORTDATE
b_qfa_yoyop,B_QFA_YOYOP,,REPORTDATE
b_qfa_yoyprofit,B_QFA_YOYPROFIT,,REPORTDATE
b_qfa_yoysales,B_QFA_YOYSALES,,REPORTDATE
b_qstm07_cs,B_QSTM07_CS,,ITEMSCODE、REPORTDATE、TYPE、UnitVal
b_qstm07_is,B_QSTM07_IS,,ITEMSCODE、REPORTDATE、TYPE、UnitVal
b_qualified_investor,B_QUALIFIED_INVESTOR,合格投资者类型,
b_rate_agencybond,B_RATE_AGENCYBOND,债项评级机构,TRADEDATE、RATINGAGENCY
b_rate_agencyguarantor,B_RATE_AGENCYGUARANTOR,担保人评级评级机构,TRADEDATE、RatedCompanyType、RATINGAGENCY
b_rate_agencyissuer,B_RATE_AGENCYISSUER,主体评级评级机构,TRADEDATE、RatedCompanyType、RATINGAGENCY
b_rate_beginguarantor,B_RATE_BEGINGUARANTOR,发行时担保人评级,
b_rate_bondscore,B_RATE_BONDSCORE,债券评分,TRADEDATE、RATINGAGENCY
b_rate_changesofrating,B_RATE_CHANGESOFRATING,最新债项评级变动方向,
b_rate_chngbond,B_RATE_CHNGBOND,债项评级变动方向,TRADEDATE、RATINGAGENCY
b_rate_chngguarantor,B_RATE_CHNGGUARANTOR,担保人评级变动方向,TRADEDATE、RatedCompanyType、RATINGAGENCY
b_rate_chngissuer,B_RATE_CHNGISSUER,主体评级变动方向,TRADEDATE、RatedCompanyType、RATINGAGENCY
b_rate_default_csi,B_RATE_DEFAULT_CSI,隐含违约率(中证指数),TRADEDATE
b_rate_fwdguarantor,B_RATE_FWDGUARANTOR,担保人评级展望,TRADEDATE、RatedCompanyType、RATINGAGENCY
b_rate_fwdissuer,B_RATE_FWDISSUER,主体评级展望,TRADEDATE、RatedCompanyType、RATINGAGENCY
b_rate_historicalmir_cnbd,B_RATE_HISTORICALMIR_CNBD,市场历史隐含评级(中债),
b_rate_issuer,B_RATE_ISSUER,发债主体历史信用等级,DEALDATE
